CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;70;168;280;499
01:00;36;132;54;119
02:00;29;107;27;71
03:00;29;84;28;72
04:00;29;79;36;83
05:00;29;74;57;117
06:00;31;75;94;174
07:00;38;72;150;267
08:00;45;89;224;387
09:00;57;117;250;441
10:00;91;148;384;678
11:00;107;191;407;730
12:00;107;218;325;605
13:00;;190;;
14:00;74;150;311;550
15:00;98;130;168;355
16:00;119;99;313;599
17:00;153;117;585;1049
18:00;155;236;541;983
19:00;116;242;340;636
20:00;101;201;249;482
21:00;77;157;197;379
22:00;93;183;345;621
23:00;74;214;221;411
