CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;40;76;62;41;1450;103
01:00;;233;146;;1970;
02:00;;247;155;;1830;
03:00;;190;145;;1800;
04:00;;190;151;;1800;
05:00;;189;151;;2000;
06:00;;185;148;;2250;
07:00;;190;152;;2720;
08:00;;191;152;;2430;
09:00;;218;174;;2810;
10:00;;186;147;;2740;
11:00;;216;168;;3090;
12:00;;224;175;;2670;
13:00;;221;171;;2930;
14:00;99;246;190;218;3010;432
15:00;94;285;219;223;3140;436
16:00;91;234;181;251;3420;475
17:00;92;167;131;229;2990;443
18:00;71;130;102;138;2250;283
19:00;71;105;79;157;2200;312
20:00;70;106;82;152;2150;304
21:00;61;91;71;96;1910;208
22:00;54;87;70;66;1700;154
23:00;47;85;68;64;1700;145
