CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;58;121;122;244
01:00;28;217;106;191
02:00;26;202;96;172
03:00;26;199;73;137
04:00;25;186;60;115
05:00;21;164;55;104
06:00;23;170;78;142
07:00;26;183;118;205
08:00;33;174;185;315
09:00;40;188;101;194
10:00;50;167;149;278
11:00;49;178;117;227
12:00;52;143;77;170
13:00;;120;;
14:00;58;129;80;180
15:00;67;105;92;207
16:00;72;96;115;247
17:00;75;109;129;271
18:00;66;114;114;240
19:00;77;119;118;258
20:00;53;120;117;231
21:00;60;123;144;280
22:00;59;120;132;260
23:00;60;119;114;233
