CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;41;25;24;680;78
01:00;48;11;33;730;98
02:00;57;46;10;660;73
03:00;79;49;24;630;116
04:00;78;42;23;640;113
05:00;66;46;26;520;105
06:00;86;69;108;880;250
07:00;80;75;118;1340;258
08:00;86;77;108;1860;251
09:00;85;60;101;1290;239
10:00;75;64;80;1000;196
11:00;68;50;70;900;174
12:00;71;51;56;810;156
13:00;59;27;49;740;134
14:00;74;32;59;970;164
15:00;78;46;60;1040;169
16:00;78;40;59;1190;167
17:00;83;59;74;1110;195
18:00;107;69;120;1680;288
19:00;87;63;95;1510;231
20:00;77;29;64;1080;173
21:00;53;33;48;940;126
22:00;74;28;86;1180;205
23:00;63;30;48;960;135
