CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;74;165;98;224
01:00;63;120;59;152
02:00;44;77;32;92
03:00;47;81;40;108
04:00;39;60;36;95
05:00;35;82;47;107
06:00;54;97;157;293
07:00;75;112;203;385
08:00;79;160;155;315
09:00;94;214;196;393
10:00;91;239;125;281
11:00;102;204;109;269
12:00;101;;131;300
13:00;90;;125;280
14:00;106;;142;323
15:00;108;;127;303
16:00;99;;83;225
17:00;89;;49;164
18:00;106;;63;201
19:00;118;;107;281
20:00;126;;125;317
21:00;122;;154;357
22:00;114;;261;511
23:00;89;;156;328
