CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;48;76;32;98
01:00;19;49;16;42
02:00;18;41;13;38
03:00;11;33;7;21
04:00;9;20;6;19
05:00;13;18;6;23
06:00;14;16;9;28
07:00;19;34;19;48
08:00;26;20;22;59
09:00;44;29;42;108
10:00;37;20;30;83
11:00;33;23;32;82
12:00;27;33;24;63
13:00;26;51;22;60
14:00;33;43;26;72
15:00;32;29;28;76
16:00;37;51;29;81
17:00;45;32;35;97
18:00;45;42;32;93
19:00;60;49;51;138
20:00;84;58;104;242
21:00;90;84;151;321
22:00;62;92;66;161
23:00;61;76;59;150
