CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;43;78;18;790;70
01:00;48;72;13;600;68
02:00;41;44;9;610;55
03:00;31;31;5;400;38
04:00;33;52;10;460;47
05:00;48;38;24;660;85
06:00;56;29;39;670;115
07:00;65;44;64;910;161
08:00;68;66;67;1310;171
09:00;66;85;48;990;137
10:00;62;88;33;930;113
11:00;64;74;35;860;116
12:00;65;48;37;930;122
13:00;71;34;41;980;133
14:00;61;52;29;820;105
15:00;63;49;30;810;108
16:00;68;48;28;770;110
17:00;;39;;;
18:00;76;53;49;1040;150
19:00;66;55;41;890;128
20:00;85;47;55;1250;169
21:00;56;52;15;790;79
22:00;46;61;4;750;51
23:00;22;56;3;520;25
