CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;42;160;85;172
01:00;44;201;28;87
02:00;40;191;23;75
03:00;37;175;17;64
04:00;33;158;25;72
05:00;31;121;32;80
06:00;39;95;75;154
07:00;51;88;137;261
08:00;57;102;182;335
09:00;62;110;203;373
10:00;65;111;202;374
11:00;65;117;160;309
12:00;62;115;130;261
13:00;64;108;143;282
14:00;68;114;152;302
15:00;78;137;180;354
16:00;80;139;170;341
17:00;75;147;166;330
18:00;66;172;174;333
19:00;69;180;195;369
20:00;62;172;173;327
21:00;53;174;127;247
22:00;53;163;128;249
23:00;48;167;112;219
