CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;4.73471;70.0599;113.517;73.8506;191.875;1307.96;1156.83;364.377
01:00;4.91075;48.883;102.876;85.5228;54.7966;916.47;1067.53;132.94
02:00;5.02408;43.9884;109.61;91.6218;54.3252;1001.1;1129.31;127.329
03:00;5.30296;42.586;114.096;95.3361;53.6944;1156.77;1168.92;124.944
04:00;5.56504;40.6773;110.595;93.4182;85.9467;1140.95;1183.16;172.553
05:00;5.90174;43.4692;121.305;101.997;112.083;1302.04;1220.64;215.412
06:00;6.15385;45.5788;122.067;102.709;134.207;1447.33;1211.26;251.482
07:00;6.3027;55.6582;114.782;96.3252;164.934;1586.43;1223.87;308.58
08:00;7.1845;64.0972;120.398;99.6381;272.798;1849.95;1300.13;482.578
09:00;7.17734;60.5337;114.394;94.2291;213.333;1746.08;1403.83;387.767
10:00;7.29479;73.9417;126.541;101.906;280.381;1994.34;1527.99;504.183
11:00;6.68076;77.096;110.101;85.8781;203.627;1442.65;1563.72;389.585
12:00;5.83906;72.0393;175.774;75.4331;154.681;1291.35;1582.52;309.338
13:00;4.48178;76.1076;139.055;49.4207;136.632;916.24;1534.3;285.77
14:00;2.5469;58.558;96.4125;31.8548;78.2437;589.551;1427.07;178.588
15:00;1.71323;46.9392;57.1199;23.125;58.9273;420.851;1281.38;137.387
16:00;1.64587;58.889;69.3862;26.8481;79.154;570.682;1121.47;180.204
17:00;2.00444;74.8961;96.5835;38.5636;139.098;869.65;1011.91;288.311
18:00;2.89295;93.6971;149.217;58.1556;204.974;1214.99;914.496;408.118
19:00;3.78706;80.1526;151.103;72.6349;168.426;1143.07;877.048;338.461
20:00;4.41692;77.2942;141.89;76.2058;157.601;1210.16;866.899;319.06
21:00;4.55619;68.9084;122.008;66.9262;113.998;1131.14;893.762;243.81
22:00;4.30233;68.2452;121.728;56.9092;131.56;1040.58;950.14;270.105
23:00;4.35087;77.3947;121.958;55.2712;190.723;1337.1;1064.67;369.969
