CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;48;146;112;103;1840;205
01:00;23;24;19;18;480;49
02:00;23;20;15;16;440;46
03:00;23;23;17;14;440;43
04:00;21;17;13;12;430;39
05:00;16;13;10;11;390;33
06:00;26;15;11;23;450;60
07:00;41;17;13;42;500;106
08:00;38;15;11;41;500;100
09:00;47;17;13;52;560;127
10:00;50;23;18;58;660;138
11:00;51;32;25;65;770;149
12:00;50;40;31;60;720;141
13:00;55;40;31;74;860;168
14:00;51;37;28;66;800;152
15:00;70;57;44;105;1130;230
16:00;70;67;51;107;1190;233
17:00;79;82;62;131;1440;278
18:00;90;97;75;168;1740;347
19:00;76;103;79;152;1680;308
20:00;90;112;86;239;2210;455
21:00;84;138;106;217;2330;417
22:00;75;148;112;244;2350;448
23:00;55;152;117;122;1850;241
