CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;2.31615;54.4971;54.7598;40.4993;53.2268;560.628;958.015;135.8
01:00;2.48965;54.9876;51.7433;35.3494;71.0638;657.93;945.101;163.6
02:00;1.92592;35.1657;42.9879;32.0528;65.4128;722.741;958.39;135.1
03:00;1.86343;26.8405;46.1552;32.86;51.9164;643.368;916.105;106.1
04:00;1.70074;24.6129;37.9827;29.2323;49.6874;611.82;873.777;100.5
05:00;1.65651;25.461;37.1635;28.989;63.6777;576.32;789.119;122.8
06:00;2.84774;35.1588;45.8143;32.5602;120.432;734.032;760.229;219.2
07:00;5.68768;64.8661;77.6442;50.4139;394.49;1725.24;855.221;667.7
08:00;6.30517;74.9715;93.726;60.2243;381.22;1972.46;978.329;657.5
09:00;5.04714;61.7665;90.4214;57.6972;218.236;1264.28;1031.28;395.2
10:00;3.16456;64.2332;78.5307;45.9933;174.638;1052.8;1072.54;331
11:00;1.51091;68.5205;49.8245;29.0921;97.6806;732.492;1083.68;217.8
12:00;1.10375;69.0965;44.722;23.5099;101.077;687.168;1093.1;223.6
13:00;0.768524;62.8266;37.766;20.0726;81.9979;648.778;1102.16;188.1
14:00;0.936259;92.3894;34.738;16.0671;115.816;760.544;1105.47;269.3
15:00;1.19474;90.4164;29.4876;14.6774;95.055;682.583;975.138;235.7
16:00;1.73957;115.478;39.2791;19.3174;139.202;734.72;820.421;328.2
17:00;1.81143;107.673;41.7602;21.551;112.575;761.24;757.541;279.8
18:00;2.48617;110.095;43.2174;22.9764;137.27;892.22;737.468;319.9
19:00;3.66166;133.173;59.0279;30.019;321.166;1364.48;816.467;624
20:00;2.77017;107.505;63.0373;31.1104;240.212;1247.06;886.453;474.5
21:00;3.15496;91.4292;58.0926;34.9106;170.853;941.24;923.011;352.5
22:00;3.23004;81.0772;58.7745;37.3734;176.034;1119.61;967.894;350
23:00;2.41495;62.7352;53.1276;36.2257;97.9189;777.64;979.776;212.3
