CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;53;127;99;129;1600;249
01:00;39;86;76;36;1010;94
02:00;36;64;56;30;840;81
03:00;20;34;31;10;480;35
04:00;29;15;14;15;370;51
05:00;43;28;23;38;500;101
06:00;49;33;27;72;640;160
07:00;78;33;27;174;1170;344
08:00;70;31;28;126;1000;263
09:00;70;39;34;126;920;263
10:00;89;40;32;183;1200;368
11:00;68;41;35;161;1020;313
12:00;58;35;26;87;690;191
13:00;64;69;30;104;680;223
14:00;82;102;44;168;910;338
15:00;85;96;44;167;940;339
16:00;105;108;53;251;1770;488
17:00;90;126;72;265;1490;494
18:00;97;121;81;247;1680;475
19:00;90;130;90;229;1670;439
20:00;83;132;97;211;1730;406
21:00;75;129;95;192;1740;368
22:00;75;127;96;192;1780;369
23:00;63;129;101;164;1970;313
