CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;6.64362;42.6312;124.03;93.5226;74.6406;1063.18;1419.55;157.166
01:00;;32.1081;82.2544;70.7979;20.5059;794.45;829.45;63.5663
02:00;;30.3721;76.8823;68.7347;16.1026;780.57;814.274;55.0848
03:00;;28.8486;74.4322;67.0761;8.36217;592.05;771.033;41.6763
04:00;;29.787;78.5686;70.8992;13.496;814.49;762.139;50.5005
05:00;;29.016;75.6922;66.9915;23.2798;621.72;720.213;64.7301
06:00;;38.9944;76.8456;67.7505;72.2335;843.48;732.291;149.845
07:00;;45.8435;78.5174;70.7638;137.702;1060.46;779.678;257.074
08:00;;55.2033;85.6176;75.4133;191.694;1284.96;849.023;349.25
09:00;;50.035;90.0096;76.0068;186.39;1310.79;913.565;335.972
10:00;;49.3033;97.2856;76.6101;143.74;1103.59;953.942;269.589
11:00;;56.2661;146.544;87.9644;164.299;1213.09;1031.57;308.287
12:00;;61.0523;197.297;99.0756;203.713;1304.46;1092.82;373.605
13:00;;68.8037;218.606;108.257;206.851;1495.8;1202.08;386.17
14:00;;71.4771;211.806;103.675;217.008;1529;1287.77;404.221
15:00;8.08838;73.4858;182.02;102.979;207.702;1587.52;1353.65;392.179
16:00;7.46685;69.6268;138.194;83.8172;180.835;1386.77;1366.38;347.028
17:00;7.7117;78.4468;155.866;87.5853;240.445;1632.81;1406.63;447.297
18:00;7.91169;72.9214;162.283;97.0299;242.644;1611.12;1470.07;445.285
19:00;7.5769;71.8427;154.858;93.3138;238.077;1597.96;1518.18;436.819
20:00;7.9533;70.2486;158.239;98.3106;230.882;1583.76;1553.09;424.306
21:00;7.52037;61.7012;137.937;93.4623;174.427;1382.65;1538.95;329.101
22:00;7.16394;56.8618;130.722;92.3112;134.195;1270.63;1506.65;262.717
23:00;7.024;45.8312;136.603;93.708;113.376;1214.29;1460;219.768
