CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
23:00;3.27528;59.8716;76.5713;55.6955;153.833;1522.32;1019.08;295.676
00:00;4.02722;59.4892;95.3373;70.56;182.457;1797.76;1153.67;339.197
01:00;4.42353;52.6448;106.699;79.4068;122.374;1714.16;1274.33;240.288
02:00;4.78857;35.4485;91.2943;74.4556;69.0204;1414.26;1356.2;141.304
03:00;5.03319;35.15;105.255;86.5708;73.3998;1518.33;1442.92;147.683
04:00;5.05747;37.6574;99.0709;80.4116;79.5621;1429.98;1481;159.626
05:00;5.12411;36.5266;94.8825;77.7709;116.21;1429.99;1518.86;214.711
06:00;5.081;41.8558;95.5738;74.4821;157.184;1421.44;1531.03;282.99
07:00;4.74151;57.6824;83.9104;63.0203;239.707;1557.69;1535.45;425.277
08:00;4.97183;61.6365;92.664;63.6381;262.513;1533.72;1502.45;464.383
09:00;4.53369;62.8331;100.809;64.8245;246.642;1410.75;1464.52;441.003
10:00;4.36102;58.9841;91.3765;67.6925;178.15;1185.09;1435.87;332.01
11:00;4.33018;70.8109;84.9113;63.114;207.33;1356.32;1415.62;388.57
12:00;4.02566;72.69;71.9003;53.772;198.197;1239.36;1391.8;376.568
13:00;3.65416;69.558;63.0936;48.9211;180.757;1159.14;1357.94;346.521
14:00;3.23266;74.4613;57.1911;45.2125;156.046;1108.73;1318.85;313.572
15:00;3.11975;72.3023;65.114;45.2035;173.134;1222.27;1276.92;337.68
16:00;3.07888;77.4647;74.5671;45.8969;174.671;1229.85;1238.94;345.29
17:00;3.04718;82.1841;77.7662;48.7671;191.944;1252.81;1219.2;376.6
18:00;3.11942;85.1095;70.4683;43.9124;201.197;1315.2;1235.46;393.456
19:00;3.02828;76.7801;71.817;47.9346;158.531;1179;1213.29;319.768
20:00;3.04903;70.062;65.1348;48.1836;142.606;1088.68;1194.46;288.703
21:00;2.90977;55.1012;60.2902;42.3106;122.26;1027.54;1178.01;242.558
22:00;2.72361;47.2455;51.6378;36.3989;83.6204;949.737;1158.14;175.497
23:00;2.58304;43.5511;53.1116;37.7549;83.2747;924.997;1120.98;171.259
