CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;46;60;50;81;890;169
01:00;39;63;54;65;780;138
02:00;39;42;32;62;590;134
03:00;32;37;29;53;550;111
04:00;30;36;30;60;550;120
05:00;28;35;28;53;490;108
06:00;31;43;33;117;710;209
07:00;38;47;35;181;970;316
08:00;44;50;36;230;1030;395
09:00;61;56;37;177;1110;333
10:00;64;65;41;140;1030;275
11:00;59;41;25;70;680;165
12:00;61;29;18;70;570;169
13:00;57;27;17;68;520;161
14:00;65;27;16;66;520;167
15:00;65;27;17;58;510;154
16:00;69;25;16;64;600;165
17:00;73;27;17;75;580;187
18:00;80;26;16;75;580;196
19:00;80;30;17;76;660;196
20:00;99;40;24;183;1300;377
21:00;81;63;48;158;1300;323
22:00;61;65;53;89;980;198
23:00;50;61;50;84;1110;177
