CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;16;30;21;11;430;33
01:00;20;13;10;13;420;40
02:00;15;13;10;9;380;29
03:00;11;13;9;6;320;20
04:00;10;9;7;6;290;19
05:00;10;9;7;6;290;19
06:00;15;14;10;11;290;32
07:00;20;18;13;16;340;45
08:00;26;19;13;25;400;65
09:00;33;20;14;32;400;81
10:00;30;17;13;29;400;74
11:00;29;16;12;31;470;77
12:00;43;17;13;41;660;105
13:00;32;23;17;34;510;85
14:00;37;24;17;33;510;87
15:00;43;25;19;41;510;105
16:00;54;33;23;57;700;140
17:00;50;38;27;61;770;143
18:00;51;46;34;60;810;142
19:00;40;40;30;38;620;98
20:00;33;48;31;35;660;85
21:00;38;52;32;40;660;100
22:00;34;50;31;31;550;81
23:00;27;42;26;23;520;63
