CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;56;46;20;770;86
01:00;47;28;18;700;75
02:00;38;50;11;530;55
03:00;31;54;5;450;39
04:00;40;40;14;560;62
05:00;45;57;15;580;68
06:00;64;68;71;880;172
07:00;82;93;157;1420;321
08:00;84;110;167;1640;339
09:00;90;119;127;1200;284
10:00;96;;124;1370;286
11:00;86;;78;1000;205
12:00;94;;73;900;204
13:00;87;84;60;930;177
14:00;89;65;50;960;165
15:00;85;80;49;930;160
16:00;;69;;;
17:00;102;79;54;1370;184
18:00;94;91;55;1290;177
19:00;92;70;49;1230;167
20:00;96;85;89;1570;231
21:00;112;86;137;1990;321
22:00;64;93;44;1110;132
23:00;54;77;22;850;88
