CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;38;41;29;82
01:00;13;36;8;24
02:00;11;29;4;17
03:00;10;20;5;18
04:00;10;19;4;17
05:00;12;13;7;22
06:00;28;18;22;62
07:00;53;24;60;144
08:00;57;16;74;169
09:00;55;19;70;162
10:00;46;35;59;137
11:00;44;46;54;127
12:00;43;51;41;105
13:00;46;40;46;117
14:00;44;28;44;113
15:00;47;28;44;113
16:00;69;21;72;179
17:00;67;18;74;181
18:00;56;31;57;142
19:00;67;28;75;182
20:00;70;28;92;211
21:00;57;44;63;153
22:00;50;40;45;118
23:00;42;44;35;96
