CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;77;46;89;1230;211
01:00;72;124;68;1430;175
02:00;70;114;65;1340;167
03:00;68;110;69;1480;174
04:00;68;119;84;1500;195
05:00;64;115;87;1330;197
06:00;66;87;140;1430;279
07:00;83;89;282;2230;515
08:00;80;95;244;2070;451
09:00;80;79;197;1780;381
10:00;78;80;172;1490;340
11:00;84;77;228;1770;432
12:00;92;87;206;1550;406
13:00;86;87;159;1390;328
14:00;83;74;158;1250;324
15:00;99;57;182;1610;376
16:00;92;62;151;1460;322
17:00;90;47;141;1380;304
18:00;87;45;134;1300;291
19:00;;47;;;
20:00;93;47;148;1360;318
21:00;86;53;125;1080;277
22:00;84;44;118;1180;264
23:00;80;50;101;1040;234
