CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;69;135;103;215;398
01:00;;;;;
02:00;;;;;
03:00;;;;;
04:00;;;;;
05:00;;;;;
06:00;;;;;
07:00;;;;;
08:00;;;;;
09:00;;;;;
10:00;;;;;
11:00;;;;;
12:00;;;;;
13:00;;;;;
14:00;;;;;
15:00;104;54;27;184;384
16:00;121;64;30;260;517
17:00;111;65;36;203;422
18:00;106;80;47;192;400
19:00;106;105;67;243;477
20:00;104;117;79;274;523
21:00;111;135;92;345;638
22:00;93;124;94;267;501
23:00;85;143;110;296;538
