CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;83;99;1610;234
01:00;58;36;1010;112
02:00;62;46;910;131
03:00;67;65;950;166
04:00;71;62;880;164
05:00;55;56;740;140
06:00;71;101;890;226
07:00;82;188;1220;369
08:00;90;226;1410;436
09:00;72;143;980;291
10:00;73;108;790;238
11:00;68;79;740;189
12:00;75;93;880;217
13:00;66;68;590;170
14:00;61;58;560;149
15:00;58;51;490;135
16:00;64;65;610;164
17:00;65;52;610;144
18:00;88;92;840;228
19:00;100;138;1120;311
20:00;124;230;1640;476
21:00;119;266;2070;525
22:00;107;223;2000;448
23:00;100;192;1930;394
