CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;50;78;72;27;840;92
01:00;49;88;78;24;850;86
02:00;35;80;72;11;650;52
03:00;30;73;65;10;580;47
04:00;31;82;74;7;680;44
05:00;41;88;79;18;720;69
06:00;60;84;74;58;860;149
07:00;83;84;75;134;1120;288
08:00;93;100;84;198;1510;398
09:00;107;141;99;279;1820;535
10:00;97;134;91;184;1290;381
11:00;80;108;78;93;1020;222
12:00;91;118;78;117;970;270
13:00;100;106;72;116;1010;279
14:00;112;98;64;124;940;302
15:00;105;89;55;100;890;260
16:00;104;73;53;115;1090;281
17:00;104;60;51;106;1060;266
18:00;89;72;65;86;1110;221
19:00;71;71;64;52;870;151
20:00;72;66;58;58;1020;163
21:00;75;88;80;58;1140;165
22:00;66;84;78;49;1070;142
23:00;55;82;75;36;980;110
