CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;72;207;197;288;2960;512
01:00;22;41;39;12;600;40
02:00;17;33;32;10;510;32
03:00;12;28;26;7;460;23
04:00;13;25;22;7;430;25
05:00;16;22;19;11;440;33
06:00;36;30;22;36;580;90
07:00;63;47;27;92;960;204
08:00;81;69;37;126;1030;273
09:00;56;100;45;71;780;164
10:00;59;103;48;77;830;177
11:00;54;90;46;72;830;163
12:00;58;81;44;61;760;151
13:00;48;64;42;54;710;130
14:00;57;58;39;55;750;141
15:00;60;49;31;68;780;164
16:00;64;36;21;66;770;164
17:00;102;83;39;160;1460;347
18:00;119;170;86;309;2570;591
19:00;127;167;124;334;2660;639
20:00;121;147;123;388;3150;714
21:00;108;176;162;355;3190;651
22:00;85;193;185;211;2390;408
23:00;83;226;216;292;2980;531
