CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;52;34;670;105
01:00;52;36;580;107
02:00;24;18;520;52
03:00;18;12;450;38
04:00;17;10;400;32
05:00;17;14;390;38
06:00;23;18;410;51
07:00;;;;
08:00;35;41;480;99
09:00;35;40;550;97
10:00;39;46;550;110
11:00;35;39;610;95
12:00;38;39;580;98
13:00;42;43;690;107
14:00;39;47;780;111
15:00;44;52;720;124
16:00;44;50;780;121
17:00;50;55;870;134
18:00;55;53;770;136
19:00;56;51;780;133
20:00;63;63;810;159
21:00;65;77;1070;183
22:00;64;59;860;155
23:00;61;54;920;144
