CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;100;142;62;113;1230;272
01:00;82;124;63;74;990;195
02:00;23;27;19;4;360;29
03:00;30;36;23;6;720;38
04:00;30;35;25;5;800;38
05:00;37;38;28;9;870;50
06:00;62;41;26;55;800;147
07:00;77;50;25;110;820;245
08:00;92;59;29;182;1140;370
09:00;97;75;33;192;1050;391
10:00;98;72;34;168;1100;355
11:00;88;65;30;123;920;276
12:00;96;63;31;113;850;269
13:00;92;60;30;79;730;212
14:00;101;52;26;87;750;233
15:00;97;44;21;77;690;215
16:00;105;46;21;80;770;227
17:00;112;44;20;88;770;247
18:00;;52;22;;860;
19:00;150;52;21;182;1090;428
20:00;163;57;24;268;1490;574
21:00;177;81;34;350;1950;711
22:00;131;94;44;152;1320;363
23:00;121;106;49;190;1710;411
