CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;49;67;91;1090;187
01:00;40;63;37;940;96
02:00;38;59;21;740;70
03:00;34;48;23;750;69
04:00;36;44;26;780;75
05:00;39;41;54;900;122
06:00;39;51;71;1030;146
07:00;51;43;166;1680;304
08:00;59;53;219;1980;392
09:00;78;69;289;2220;519
10:00;79;99;305;2390;544
11:00;103;132;373;2660;672
12:00;91;213;245;1640;466
13:00;84;232;175;1260;350
14:00;76;188;146;1250;298
15:00;81;164;225;2040;423
16:00;82;155;223;2010;422
17:00;85;157;254;2570;472
18:00;72;145;190;1930;362
19:00;80;129;223;2030;419
20:00;76;169;244;2450;448
21:00;78;189;204;2090;389
22:00;67;91;172;1880;330
23:00;57;82;130;1490;255
