CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;91;135;111;181;1500;364
01:00;76;131;106;107;1260;236
02:00;43;169;134;96;1620;185
03:00;37;149;118;83;1470;160
04:00;38;147;113;79;1430;155
05:00;37;142;109;92;1320;173
06:00;47;138;99;190;1370;332
07:00;69;192;136;296;1920;518
08:00;78;194;158;345;2020;602
09:00;83;167;129;316;1880;563
10:00;92;194;144;296;1630;541
11:00;81;210;147;215;1540;406
12:00;81;144;97;129;1110;274
13:00;90;104;68;138;940;297
14:00;87;75;50;120;760;265
15:00;95;59;37;120;770;275
16:00;101;48;30;138;800;308
17:00;113;61;32;157;910;349
18:00;121;77;39;205;1220;429
19:00;123;135;75;270;1640;533
20:00;111;115;75;177;1270;377
21:00;112;97;70;205;1220;423
22:00;104;118;88;216;1350;431
23:00;96;133;106;188;1490;380
