CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;44;194;44;1630;111
01:00;13;13;7;440;25
02:00;9;20;5;370;16
03:00;9;17;5;310;16
04:00;10;25;4;320;16
05:00;15;16;13;350;34
06:00;26;11;24;480;63
07:00;36;26;56;840;122
08:00;34;23;69;1110;139
09:00;45;30;82;1090;171
10:00;40;47;71;940;148
11:00;45;52;77;980;162
12:00;43;35;69;950;147
13:00;54;44;82;1160;180
14:00;62;29;104;1510;222
15:00;67;28;114;1520;241
16:00;66;53;154;1970;302
17:00;76;87;206;2810;391
18:00;84;132;227;2850;431
19:00;83;168;238;2940;446
20:00;76;193;211;2810;397
21:00;65;208;181;2470;341
22:00;57;183;140;2380;270
23:00;55;208;91;1990;194
