CZAS;Dwutlenek azotu;Tlenek azotu;Tlenki azotu
00:00;36;23;71
01:00;24;12;43
02:00;43;82;169
03:00;39;60;131
04:00;35;30;80
05:00;34;33;85
06:00;38;62;133
07:00;48;133;252
08:00;55;166;309
09:00;59;183;337
10:00;66;175;334
11:00;71;169;329
12:00;60;102;216
13:00;67;97;216
14:00;62;59;151
15:00;64;65;163
16:00;68;81;192
17:00;65;74;179
18:00;68;78;187
19:00;60;59;151
20:00;52;51;130
21:00;46;44;114
22:00;41;39;101
23:00;42;34;95
