CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;60;104;38;116
01:00;31;39;15;54
02:00;23;31;8;34
03:00;26;40;10;40
04:00;18;40;7;28
05:00;20;35;10;35
06:00;34;29;27;75
07:00;51;29;55;134
08:00;;32;;
09:00;79;33;136;286
10:00;69;50;88;201
11:00;71;54;91;207
12:00;58;69;57;144
13:00;57;53;61;149
14:00;59;42;55;143
15:00;72;35;69;176
16:00;72;49;73;183
17:00;48;43;44;114
18:00;61;37;58;148
19:00;75;37;66;175
20:00;98;43;112;269
21:00;95;53;110;261
22:00;86;62;113;256
23:00;71;81;67;172
