CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;28;14;11;650;43
01:00;23;13;6;570;32
02:00;18;31;4;360;25
03:00;15;26;4;360;22
04:00;27;17;13;430;45
05:00;47;22;69;720;152
06:00;55;43;92;1230;195
07:00;59;82;81;1080;182
08:00;;69;;;
09:00;57;78;73;1200;168
10:00;65;70;87;1570;198
11:00;71;65;74;1220;184
12:00;86;58;81;1690;209
13:00;74;67;75;1270;188
14:00;77;69;68;1380;181
15:00;69;54;48;1150;142
16:00;69;54;55;1370;152
17:00;76;30;64;1340;173
18:00;78;40;79;1690;197
19:00;69;40;58;1380;157
20:00;64;47;47;1100;136
21:00;57;43;40;900;118
22:00;49;51;35;800;101
23:00;36;39;13;660;55
