CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;72;103;66;173
01:00;60;102;56;147
02:00;49;90;35;102
03:00;39;58;27;81
04:00;37;58;27;79
05:00;;68;;
06:00;33;64;55;117
07:00;32;58;58;119
08:00;39;59;68;143
09:00;46;58;41;108
10:00;61;49;48;134
11:00;66;46;38;122
12:00;78;23;49;152
13:00;28;23;10;43
14:00;17;28;5;24
15:00;10;34;2;13
16:00;12;69;2;15
17:00;55;50;27;95
18:00;84;41;39;144
19:00;122;52;73;234
20:00;123;63;91;261
21:00;124;85;124;313
22:00;97;105;66;197
23:00;89;105;93;232
