CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;70;67;166;2210;324
01:00;51;29;38;1000;109
02:00;38;43;16;890;61
03:00;50;33;42;1130;114
04:00;48;45;45;1080;117
05:00;49;39;49;1210;123
06:00;65;53;256;1970;456
07:00;78;60;251;2050;461
08:00;93;63;346;3300;621
09:00;107;116;408;3550;729
10:00;109;111;392;3610;707
11:00;110;138;294;3120;559
12:00;99;132;159;2060;341
13:00;76;67;134;1900;281
14:00;72;68;130;1670;270
15:00;66;44;123;1560;252
16:00;70;29;126;1840;262
17:00;81;44;162;2170;329
18:00;86;45;211;2860;409
19:00;86;56;233;3010;441
20:00;80;80;166;2200;332
21:00;74;65;143;1870;292
22:00;70;67;131;1950;270
23:00;70;63;172;2130;332
