CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;35.2507;86.7793;62.5483;47.6953;893.47;1479.56;108.507
01:00;41.3065;131.584;91.6376;55.1094;1428.15;1633.53;125.85
02:00;37.0049;100.873;70.6273;30.566;1062.06;1564.1;83.8856
03:00;35.4022;103.277;71.7856;46.2388;1101.01;1501.19;106.337
04:00;33.3547;83.7601;58.6027;40.7994;1063.51;1431.84;96.048
05:00;23.252;47.0957;33.5453;29.3495;604.23;1294.65;68.1777
06:00;31.5087;48.9071;32.7853;38.665;624.63;1137.94;90.8181
07:00;32.2511;53.2166;35.6603;41.2854;671.44;1031.51;95.6495
08:00;46.7744;58.1804;36.061;91.4675;963.43;939.807;187.08
09:00;38.6926;45.2443;29.2438;46.6672;635.39;840.712;110.342
10:00;41.0046;54.4375;35.6865;58.2259;718.67;797.789;130.328
11:00;51.7573;67.717;43.6421;92.3178;1007.52;786.102;193.272
12:00;59.489;68.172;44.6123;99.0634;862.92;761.029;211.499
13:00;43.9459;41.8687;27.3907;45.9876;603.29;760.911;114.64
14:00;45.7988;38.376;25.5191;55.1649;599.38;757.755;130.415
15:00;46.2319;39.6435;25.2978;53.9071;646.34;754.618;128.943
16:00;65.2009;61.0523;38.1554;114.578;1071.69;768.15;240.966
17:00;71.3411;85.2009;54.3489;173.669;1346.85;857.082;337.787
18:00;79.9735;96.5348;60.5051;227.325;1750.61;986.075;428.837
19:00;67.1054;118.951;79.7308;192.535;1543.93;1053.13;362.101
20:00;64.8045;144.335;98.5601;159.971;1694.42;1157.06;310.304
21:00;51.9358;158.469;108.312;143.067;1744.05;1299.66;270.997
22:00;47.2304;145.449;100.337;99.982;1694.93;1436.6;200.696
23:00;47.7745;112.189;77.7396;85.7579;1168.21;1501.84;179.539
