CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;82;66;42;75;1020;197
01:00;69;56;40;56;850;153
02:00;52;45;37;31;670;98
03:00;47;48;39;31;650;93
04:00;40;43;37;31;560;87
05:00;43;43;36;56;630;128
06:00;56;52;39;107;740;219
07:00;76;65;47;218;1370;410
08:00;100;90;58;298;1670;556
09:00;111;68;40;217;1240;444
10:00;95;69;38;141;940;310
11:00;75;45;24;71;620;183
12:00;85;36;19;82;630;210
13:00;82;30;16;75;620;196
14:00;84;23;12;70;590;189
15:00;79;21;11;68;590;182
16:00;93;28;14;75;720;207
17:00;98;31;14;77;760;215
18:00;;35;17;;870;
19:00;119;42;19;108;960;283
20:00;136;53;24;192;1200;429
21:00;155;74;32;285;1920;590
22:00;114;73;37;122;1340;301
23:00;93;72;44;103;1280;250
