CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;83;139;99;142;1660;299
01:00;61;112;96;48;1010;134
02:00;;;;;;
03:00;49;53;43;35;580;102
04:00;40;54;43;22;530;73
05:00;38;60;48;20;570;68
06:00;30;56;48;15;430;51
07:00;35;53;48;22;360;69
08:00;48;55;51;39;470;107
09:00;46;57;52;43;460;112
10:00;37;44;38;32;360;86
11:00;33;33;23;30;330;78
12:00;31;18;11;28;320;74
13:00;36;16;10;34;360;88
14:00;41;20;11;40;450;103
15:00;50;19;12;43;480;115
16:00;57;24;12;53;540;138
17:00;62;25;13;52;540;142
18:00;70;29;15;59;580;159
19:00;64;29;15;48;600;138
20:00;93;43;21;103;950;251
21:00;103;69;39;140;1120;318
22:00;102;81;48;171;1490;364
23:00;93;115;78;178;1730;366
