CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;50;249;117;2440;229
01:00;38;231;104;2500;196
02:00;33;129;66;1460;134
03:00;30;110;71;1470;139
04:00;31;103;84;1360;159
05:00;36;106;163;1550;285
06:00;50;106;241;2130;418
07:00;48;116;226;2180;394
08:00;67;142;293;2560;514
09:00;87;147;377;3200;663
10:00;102;171;343;3130;626
11:00;87;227;195;2020;385
12:00;78;225;111;1180;247
13:00;80;154;125;1070;270
14:00;99;130;183;1540;378
15:00;108;90;202;2320;417
16:00;129;80;282;3030;561
17:00;130;73;315;3560;611
18:00;136;96;486;4930;878
19:00;112;161;382;4510;696
20:00;92;231;318;4180;578
21:00;75;304;216;3050;405
22:00;70;305;214;3010;396
23:00;60;252;181;3220;335
