CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;57;28;46;540;126
01:00;50;18;40;570;111
02:00;52;;28;390;94
03:00;49;;28;300;92
04:00;51;;29;310;95
05:00;52;25;41;310;113
06:00;61;72;75;450;173
07:00;80;76;138;920;289
08:00;93;85;176;960;361
09:00;93;81;160;1050;337
10:00;105;68;175;1010;371
11:00;99;70;138;880;310
12:00;109;59;163;900;356
13:00;96;59;99;790;247
14:00;103;;93;790;245
15:00;114;59;102;;269
16:00;113;63;115;;287
17:00;122;50;144;;340
18:00;93;57;87;;225
19:00;109;59;124;;298
20:00;113;60;152;;344
21:00;114;49;131;;313
22:00;93;39;101;;246
23:00;71;30;66;;171
