CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;69;102;47;1320;142
01:00;59;160;54;1510;143
02:00;54;141;31;1380;102
03:00;51;135;22;1240;86
04:00;52;124;25;1400;92
05:00;59;135;53;1460;140
06:00;67;133;116;1530;245
07:00;73;114;146;1600;296
08:00;82;108;184;1780;364
09:00;84;112;166;1870;339
10:00;87;127;163;1710;338
11:00;87;133;147;1510;313
12:00;;133;;;
13:00;88;127;130;1450;288
14:00;80;121;117;1410;258
15:00;90;108;156;1460;330
16:00;92;89;148;1510;319
17:00;93;85;149;1540;321
18:00;81;69;111;1330;251
19:00;87;74;119;1540;269
20:00;83;92;87;1380;218
21:00;90;85;132;1520;293
22:00;86;103;106;1480;249
23:00;65;102;44;1070;133
