CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;31;42;39;90
01:00;21;27;17;46
02:00;16;29;10;31
03:00;16;32;10;31
04:00;15;19;10;30
05:00;18;15;11;34
06:00;28;19;32;77
07:00;42;23;65;140
08:00;49;23;92;189
09:00;60;28;116;237
10:00;57;43;110;224
11:00;61;35;114;235
12:00;34;28;75;147
13:00;46;22;92;186
14:00;52;23;96;198
15:00;55;34;125;246
16:00;58;38;124;245
17:00;58;46;114;231
18:00;65;46;135;270
19:00;59;42;157;298
20:00;50;44;111;218
21:00;47;44;96;194
22:00;32;48;57;120
23:00;41;52;68;145
