CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;67;47;1180
01:00;69;49;1110
02:00;27;21;990
03:00;24;19;880
04:00;24;18;800
05:00;24;19;730
06:00;31;22;700
07:00;36;27;810
08:00;44;31;1010
09:00;37;26;1110
10:00;43;26;1100
11:00;40;22;1070
12:00;33;17;1040
13:00;32;15;1010
14:00;34;14;940
15:00;27;13;900
16:00;29;13;910
17:00;25;13;910
18:00;26;13;970
19:00;28;14;1050
20:00;36;17;1120
21:00;96;29;1190
22:00;78;34;1200
23:00;74;37;1190
