CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;80;90;56;890;165
01:00;76;60;54;890;158
02:00;59;43;44;530;125
03:00;60;47;43;510;126
04:00;58;48;43;500;123
05:00;58;40;42;460;121
06:00;61;45;41;420;122
07:00;64;43;42;470;129
08:00;66;38;46;510;135
09:00;68;46;51;520;146
10:00;72;46;55;640;155
11:00;75;47;54;660;158
12:00;86;51;68;790;188
13:00;94;62;75;900;208
14:00;87;61;67;800;189
15:00;84;63;67;870;187
16:00;84;68;68;880;187
17:00;86;63;72;950;195
18:00;83;60;64;840;179
19:00;93;59;79;1000;212
20:00;80;61;62;740;174
21:00;89;70;67;890;190
22:00;85;63;60;770;176
23:00;82;53;56;670;166
