CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;60;31;880;107
01:00;50;26;960;89
02:00;52;22;1010;85
03:00;52;26;900;91
04:00;48;26;880;87
05:00;59;52;940;138
06:00;71;120;1130;254
07:00;97;265;1750;502
08:00;90;237;1770;453
09:00;75;108;920;239
10:00;68;74;720;182
11:00;61;66;550;162
12:00;58;50;500;135
13:00;56;47;440;128
14:00;73;63;530;169
15:00;77;65;670;177
16:00;89;76;680;206
17:00;83;69;680;189
18:00;101;112;1180;273
19:00;124;139;1260;337
20:00;117;122;1080;303
21:00;103;109;1270;270
22:00;93;82;1150;219
23:00;79;67;1280;181
