CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;73;119;126;2090;266
01:00;60;104;109;1980;227
02:00;47;53;45;910;117
03:00;36;35;44;800;104
04:00;35;41;35;780;90
05:00;35;41;50;850;111
06:00;41;58;126;1310;233
07:00;50;88;164;1640;302
08:00;64;107;198;1970;367
09:00;95;116;197;2040;397
10:00;100;138;184;1930;381
11:00;91;127;101;1290;245
12:00;86;76;61;930;179
13:00;98;53;66;1180;198
14:00;106;64;90;1330;244
15:00;94;96;86;1400;225
16:00;114;104;109;1900;281
17:00;102;66;92;1590;244
18:00;108;64;126;1990;301
19:00;135;102;195;2480;434
20:00;120;118;196;2400;420
21:00;109;124;160;2090;354
22:00;106;118;188;2540;394
23:00;88;123;178;2600;360
