CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;76;169;137;98;1860;224
01:00;47;54;41;19;660;75
02:00;49;78;67;19;780;78
03:00;47;81;69;17;720;73
04:00;44;75;64;19;670;72
05:00;51;59;44;29;630;95
06:00;57;46;28;42;570;120
07:00;65;42;26;59;700;155
08:00;61;44;30;63;760;157
09:00;65;56;32;70;730;171
10:00;62;71;26;57;650;149
11:00;58;76;25;48;610;131
12:00;66;83;27;63;740;163
13:00;69;109;38;66;750;169
14:00;73;95;31;67;860;175
15:00;71;76;31;65;820;170
16:00;62;67;36;56;800;147
17:00;85;77;39;99;1300;235
18:00;81;58;39;83;1170;206
19:00;102;92;63;151;1640;333
20:00;102;126;91;164;1630;352
21:00;97;146;105;173;1840;361
22:00;91;150;113;149;1800;319
23:00;89;164;127;160;1960;333
