CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;24;23;16;48
01:00;24;41;13;44
02:00;21;36;11;37
03:00;15;40;7;26
04:00;16;30;6;24
05:00;21;23;11;38
06:00;33;27;26;72
07:00;52;42;63;148
08:00;65;53;86;195
09:00;65;61;92;206
10:00;53;55;70;160
11:00;54;53;68;158
12:00;62;50;71;171
13:00;63;50;70;170
14:00;61;56;57;148
15:00;76;62;73;186
16:00;91;67;104;249
17:00;82;67;106;243
18:00;91;68;147;314
19:00;87;64;120;270
20:00;73;58;83;200
21:00;75;50;88;209
22:00;33;50;31;79
23:00;28;29;21;60
