CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;35.1721;83.9392;69.6246;29.7991;730.2;844.66;80.8811
01:00;24.3365;52.3606;38.9876;16.537;446.224;569.785;49.6987
02:00;25.1262;50.0121;37.3887;14.8029;419.383;533.478;47.8319
03:00;20.8161;44.733;34.2483;9.54613;324.492;498.571;35.4638
04:00;19.3883;44.0482;34.1114;6.6427;312.905;477.703;29.583
05:00;21.0823;58.6302;42.1168;10.2867;332.702;442.178;36.8619
06:00;22.2136;60.5132;42.553;15.3883;356.45;401.252;45.8243
07:00;28.4447;52.8754;38.8508;32.0628;420.279;383.539;77.6359
08:00;30.634;47.8686;36.1739;40.8618;384.174;374.576;93.3592
09:00;33.0343;52.0579;39.0081;49.0019;413.212;370.45;108.175
10:00;32.9307;59.8486;43.8828;54.3314;481.37;378.198;116.274
11:00;29.4846;63.1488;48.604;54.6013;594.88;411.997;113.276
12:00;40.367;65.0379;51.3551;80.9081;828.65;476.465;164.564
13:00;47.8271;76.711;61.5362;100.637;800.13;534.893;202.235
14:00;42.9697;62.1106;51.0595;73.4497;641.71;570.551;155.7
15:00;50.9161;86.7664;54.5416;99.6422;890.36;629.311;203.841
16:00;55.1603;107.27;57.9194;96.3928;879.17;691.185;202.977
17:00;51.965;106.408;56.988;83.8566;916.13;754.05;180.62
18:00;52.4826;108.27;61.0561;101.581;901.98;806.626;208.302
19:00;51.279;90.6408;57.9799;89.7826;937.98;849.514;189.049
20:00;52.8344;83.2552;59.1978;91.2167;885.64;856.637;192.762
21:00;47.3191;88.3272;64.951;81.9684;957.13;876.262;172.85
22:00;40.9159;78.421;62.5855;63.7546;746.85;889.405;138.733
23:00;36.1711;77.2027;62.2877;42.5272;681.37;863.281;101.429
