CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;26;37;21;340;57
01:00;42;207;140;3030;254
02:00;39;196;108;2320;203
03:00;37;170;66;1590;137
04:00;34;116;64;1380;130
05:00;36;101;66;1060;134
06:00;32;79;44;860;99
07:00;34;75;54;860;116
08:00;43;75;123;1300;231
09:00;40;83;108;1090;204
10:00;33;75;77;830;149
11:00;35;50;75;900;149
12:00;34;46;74;750;147
13:00;45;41;95;1060;188
14:00;32;38;69;840;136
15:00;38;31;58;780;125
16:00;39;35;74;980;150
17:00;50;45;94;1040;193
18:00;45;70;87;1050;176
19:00;36;64;59;720;124
20:00;30;64;47;640;100
21:00;35;59;51;610;113
22:00;36;59;48;470;108
23:00;32;47;34;380;84
