CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;89;50;122;275
01:00;75;52;59;165
02:00;28;52;17;54
03:00;29;65;19;59
04:00;33;61;27;74
05:00;42;60;52;121
06:00;52;68;117;231
07:00;57;79;169;315
08:00;64;79;162;311
09:00;82;80;173;347
10:00;93;92;146;317
11:00;92;75;120;275
12:00;90;58;74;204
13:00;106;54;87;238
14:00;95;45;69;201
15:00;100;;75;215
16:00;98;;69;203
17:00;99;;68;201
18:00;123;;93;265
19:00;130;;123;318
20:00;152;;174;418
21:00;135;;140;349
22:00;121;;169;381
23:00;94;;102;250
