CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;43;76;159;286
01:00;19;61;18;47
02:00;15;51;12;34
03:00;14;46;9;28
04:00;16;38;13;36
05:00;27;43;38;86
06:00;41;55;121;224
07:00;45;67;163;295
08:00;41;93;165;293
09:00;;;;
10:00;41;;132;242
11:00;41;96;152;272
12:00;50;101;188;338
13:00;45;118;159;288
14:00;47;97;155;285
15:00;53;95;195;351
16:00;56;88;168;313
17:00;49;78;184;332
18:00;50;79;200;356
19:00;58;81;217;391
20:00;57;96;230;409
21:00;50;89;242;420
22:00;45;95;231;398
23:00;44;85;184;326
