CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;48;50;1050;123
01:00;72;285;3540;508
02:00;47;92;1860;185
03:00;43;118;2460;222
04:00;39;63;1420;134
05:00;36;63;1500;130
06:00;39;102;1550;193
07:00;57;199;1550;360
08:00;72;285;1910;507
09:00;80;334;2310;590
10:00;83;308;1900;553
11:00;76;205;1230;388
12:00;66;128;900;261
13:00;61;110;830;228
14:00;74;173;1050;338
15:00;71;138;1020;281
16:00;72;174;1240;336
17:00;74;171;1260;335
18:00;71;216;1390;402
19:00;73;167;1090;327
20:00;71;170;1190;330
21:00;65;126;1000;256
22:00;65;132;970;267
23:00;47;74;830;158
