CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;27;25;18;20;510;56
01:00;45;53;46;51;850;121
02:00;38;45;40;44;700;103
03:00;41;43;38;43;780;106
04:00;42;41;36;50;760;118
05:00;42;34;30;54;660;124
06:00;41;28;25;36;620;95
07:00;46;29;25;53;580;125
08:00;57;28;24;89;730;192
09:00;53;26;22;77;740;170
10:00;61;32;28;77;770;177
11:00;57;30;24;68;720;160
12:00;49;25;19;53;640;128
13:00;51;26;18;56;640;134
14:00;60;25;19;68;720;161
15:00;76;24;19;81;880;199
16:00;84;31;25;101;1040;237
17:00;113;49;40;196;1820;411
18:00;99;61;50;167;1490;352
19:00;79;43;36;125;1170;269
20:00;43;27;19;46;620;112
21:00;35;39;21;32;580;82
22:00;30;37;22;27;590;70
23:00;26;34;21;24;450;61
