CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;76;199;287;3500;514
01:00;50;100;52;1380;128
02:00;46;66;48;1290;118
03:00;38;83;23;1010;73
04:00;42;72;32;1230;91
05:00;40;90;31;1100;86
06:00;42;80;86;1510;173
07:00;47;84;101;1500;201
08:00;46;76;56;1200;131
09:00;51;72;98;1560;199
10:00;56;94;130;1930;254
11:00;58;133;113;1670;230
12:00;67;202;103;1730;224
13:00;67;217;129;1980;263
14:00;68;210;95;1740;212
15:00;75;181;118;2210;255
16:00;78;155;141;2290;293
17:00;84;178;176;2400;351
18:00;100;208;270;3260;511
19:00;103;227;306;3780;570
20:00;110;224;441;5350;781
21:00;103;250;395;5220;706
22:00;87;210;249;3220;467
23:00;91;186;406;4340;710
