CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;54;50;34;970;102
01:00;42;61;26;740;78
02:00;33;32;10;520;45
03:00;35;30;12;410;51
04:00;41;28;27;500;80
05:00;56;22;105;900;213
06:00;74;42;190;1530;361
07:00;82;70;195;2400;377
08:00;77;91;147;1940;299
09:00;79;102;99;1750;227
10:00;81;80;95;1440;224
11:00;71;61;59;1030;158
12:00;68;56;48;910;139
13:00;71;45;50;870;144
14:00;88;29;76;1150;202
15:00;93;38;91;1530;229
16:00;99;34;126;2160;288
17:00;101;49;132;2220;299
18:00;93;58;109;1650;258
19:00;83;82;87;1250;213
20:00;81;69;86;1310;210
21:00;86;60;97;1430;232
22:00;85;57;91;1380;221
23:00;79;80;106;1520;237
