CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;59;30;15;43;570;123
01:00;63;30;14;52;640;142
02:00;37;39;21;34;570;87
03:00;33;37;21;19;440;62
04:00;34;36;19;31;470;81
05:00;38;34;18;52;430;116
06:00;50;43;21;167;740;305
07:00;62;38;19;208;1220;378
08:00;61;32;16;166;920;314
09:00;69;32;14;157;760;309
10:00;66;25;10;104;620;224
11:00;66;23;9;92;510;206
12:00;64;22;8;59;410;153
13:00;78;25;9;79;510;199
14:00;84;27;10;74;490;196
15:00;81;24;10;76;560;196
16:00;85;24;10;72;590;194
17:00;77;25;10;72;580;186
18:00;74;26;9;74;740;187
19:00;85;28;12;91;790;224
20:00;100;31;13;140;1080;313
21:00;97;40;17;146;1100;320
22:00;88;39;18;96;980;234
23:00;;34;16;;620;
