CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;31.3238;62.5243;25.7288;14.0762;310.573;545.743;52.9
01:00;22.7599;55.1378;24.8293;6.59628;257.364;522.651;32.9
02:00;;;;;;;
03:00;;;;;;;
04:00;;;;;;;
05:00;;;;;;;
06:00;;;;;;;
07:00;;;;;;;
08:00;;;;;;;
09:00;;;;;;;
10:00;;;;;;;
11:00;42.8592;72.4787;29.8533;41.4537;703.63;;106.3
12:00;54.7862;67.8247;25.8585;39.3664;585.07;;115.269
13:00;64.5483;75.1171;24.235;40.6806;526.59;;126.937
14:00;83.8734;70.6125;25.071;55.6443;527.3;;169.296
15:00;92.5844;76.6862;28.0255;56.6862;537.1;;179.625
16:00;91.4015;79.3363;25.993;59.5602;601.49;580.197;182.744
17:00;78.7502;75.9887;21.55;44.6229;442.098;560.468;147
18:00;83.1528;66.6559;22.0902;54.5195;520.83;555.514;166.5
19:00;90.2229;67.5397;25.5272;58.2709;504.77;530.656;179.3
20:00;104.052;84.4884;34.755;85.7853;677.03;542.151;235.2
21:00;106.584;91.1025;38.9695;116.839;934.16;593.097;285.1
22:00;67.7776;62.9403;25.5532;54.3096;646.79;608.033;150.8
23:00;45.0889;62.5097;24.3373;29.5276;329.691;582.107;90.2
