CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;2.43164;47.995;46.2265;31.2672;100.219;987.6;1029.41;201.746
01:00;2.25305;39.1751;44.2923;32.3492;90.1744;840.65;982.76;177.49
02:00;;;;;;;;
03:00;;;;;;;;
04:00;;;;;;;;
05:00;;;;;;;;
06:00;;;;;;;;
07:00;;;;;;;;
08:00;;;;;;;;
09:00;;;;;;;;
10:00;;;;;;;;
11:00;0.788242;;;;;;;
12:00;1.30758;60.8573;35.6162;21.4176;113.801;1150.3;;235.263
13:00;2.54963;86.2046;30.9703;17.0411;138.011;1073.47;;298.04
14:00;1.54376;93.4894;32.3158;17.723;150.322;1361.73;;324.314
15:00;1.65814;90.5704;34.7573;18.7115;154.103;1040.01;;327.031
16:00;1.80996;91.2076;33.2512;18.2887;148.55;1118.34;;319.011
17:00;1.87823;103.995;30.2711;18.1515;155.923;1213.85;1159.62;343.189
18:00;2.02168;95.2419;35.7513;19.2826;140.541;917.7;1125.06;311.105
19:00;2.21301;105.368;37.8939;19.9147;179.152;981.65;1107.13;380.247
20:00;2.96478;84.4675;46.3894;22.1222;130.978;950.44;1082.15;285.417
21:00;2.69272;78.9426;46.8279;27.6499;202.581;1253.59;1104.66;389.928
22:00;2.39433;65.8295;39.7248;24.6636;115.319;965.15;1055.09;242.704
23:00;2.50997;53.9785;40.1544;26.0653;104.114;965.3;1045.75;213.7
