CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;56;86;23;960;91
01:00;37;111;21;590;44
02:00;46;64;4;660;53
03:00;46;55;8;740;57
04:00;46;50;34;610;97
05:00;56;71;87;950;189
06:00;74;45;146;1360;297
07:00;73;86;102;1370;228
08:00;82;104;103;1560;239
09:00;94;118;98;1690;243
10:00;89;145;67;1420;191
11:00;88;117;56;1200;173
12:00;80;124;40;1030;141
13:00;79;77;44;960;146
14:00;77;68;43;920;142
15:00;74;37;42;880;138
16:00;73;26;28;850;115
17:00;78;35;36;950;133
18:00;74;52;31;810;120
19:00;62;46;22;800;95
20:00;56;40;21;770;88
21:00;74;50;47;1170;145
22:00;84;61;68;1250;188
23:00;78;87;67;1440;180
