CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;42;159;2820;285
01:00;39;117;2920;218
02:00;35;131;2840;236
03:00;35;147;2970;259
04:00;34;128;2750;229
05:00;39;167;2800;294
06:00;41;235;3590;400
07:00;58;324;4130;553
08:00;63;322;3750;556
09:00;78;347;3620;608
10:00;82;321;3710;574
11:00;72;210;2970;393
12:00;76;200;2670;382
13:00;80;268;2840;484
14:00;93;249;2730;474
15:00;89;301;3470;550
16:00;93;285;3420;530
17:00;96;343;4200;621
18:00;89;332;4050;598
19:00;84;357;4490;630
20:00;90;424;4940;740
21:00;80;340;4590;599
22:00;75;421;5530;718
23:00;49;181;3390;325
