CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;26;9;28;69
01:00;21;7;19;50
02:00;14;12;8;27
03:00;17;7;14;38
04:00;18;6;14;40
05:00;31;5;45;100
06:00;34;12;73;146
07:00;50;23;167;304
08:00;57;40;207;374
09:00;56;52;182;335
10:00;55;44;159;298
11:00;50;36;141;266
12:00;48;37;112;219
13:00;53;27;129;249
14:00;45;42;97;193
15:00;46;61;108;211
16:00;43;100;82;168
17:00;39;62;66;140
18:00;43;36;76;159
19:00;53;65;104;212
20:00;49;64;90;186
21:00;41;57;69;147
22:00;40;69;79;161
23:00;36;25;50;113
