CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;74;125;49;1350;148
01:00;57;134;25;1110;94
02:00;76;186;116;1990;253
03:00;75;191;105;1630;235
04:00;61;136;46;960;130
05:00;59;106;40;880;119
06:00;55;81;49;800;130
07:00;71;90;125;1180;261
08:00;76;120;142;1310;291
09:00;72;126;109;1390;237
10:00;80;122;121;1460;263
11:00;64;111;74;1170;177
12:00;59;102;54;920;141
13:00;56;93;41;750;119
14:00;48;77;36;710;103
15:00;56;67;33;660;105
16:00;54;58;35;670;107
17:00;54;47;35;670;107
18:00;68;48;50;810;144
19:00;78;49;58;970;165
20:00;104;59;102;1470;258
21:00;100;81;112;1800;271
22:00;94;98;91;1400;233
23:00;83;105;76;1510;198
