CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;134;568;4720;1002
01:00;43;29;600;86
02:00;33;19;490;61
03:00;29;16;430;53
04:00;31;17;410;56
05:00;27;14;370;49
06:00;39;27;410;79
07:00;56;50;560;132
08:00;71;94;740;215
09:00;66;77;740;184
10:00;80;111;970;250
11:00;81;116;1080;257
12:00;78;110;1020;246
13:00;72;93;850;214
14:00;74;83;840;200
15:00;86;100;1010;238
16:00;98;120;1120;282
17:00;109;143;1480;327
18:00;124;236;1850;485
19:00;162;509;4070;939
20:00;161;547;3780;996
21:00;132;429;3390;787
22:00;160;606;4120;1086
23:00;135;490;3800;884
