CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;63;42;23;60;770;153
01:00;54;42;23;51;630;130
02:00;72;49;26;56;720;157
03:00;65;58;30;58;970;152
04:00;49;52;27;34;710;100
05:00;49;44;24;40;450;108
06:00;70;44;23;95;590;215
07:00;84;48;25;187;950;369
08:00;99;57;26;206;1120;412
09:00;131;60;25;255;1580;520
10:00;116;40;15;130;920;314
11:00;117;30;11;99;700;268
12:00;151;27;10;116;830;328
13:00;108;27;9;65;620;207
14:00;114;27;9;69;670;219
15:00;127;29;10;72;760;237
16:00;145;31;10;70;950;253
17:00;110;35;10;55;910;194
18:00;79;27;9;60;700;170
19:00;105;34;12;101;890;259
20:00;86;23;10;78;810;204
21:00;91;23;11;89;790;226
22:00;84;24;12;73;710;194
23:00;77;32;18;66;770;178
