CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;39;46;27;81
01:00;31;54;21;63
02:00;46;110;83;172
03:00;39;101;85;168
04:00;35;83;58;124
05:00;31;94;49;107
06:00;34;66;63;130
07:00;53;77;91;192
08:00;53;84;63;150
09:00;54;69;65;153
10:00;48;72;57;135
11:00;44;43;43;110
12:00;46;49;40;106
13:00;39;54;39;99
14:00;31;31;30;78
15:00;33;26;30;79
16:00;27;31;23;63
17:00;33;29;26;73
18:00;37;21;32;86
19:00;44;28;37;101
20:00;49;46;44;116
21:00;64;44;72;174
22:00;57;72;58;145
23:00;53;73;52;134
